Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Alternative Organism Name],Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Compound Name,Compound PubChem CID,Compound PubChem URL,Alternative Compound PubChem CID,Alternative Compound PubChem URL,Compound ChEMBL ID,Alternative Compound ChEMBL ID,Broad Identifier,Compound InChIKey,Alternative Compound InChIKey,Compound SMILES,Alternative Compound SMILES,Control Type,Channels,Nuclei Count,Percentage Effect,Percentage Viability
ESP0029359.zarr,A1,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,CI-1033 (Canertinib),156414,https://pubchem.ncbi.nlm.nih.gov/compound/156414,,,CHEMBL31965,,"BRD-K50168500-001-07-9, BRD-K50168500-001-01-2",OMZCMEYTWSXEPZ-UHFFFAOYSA-N,,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,587,4.03,89.01
ESP0029359.zarr,A2,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Mozavaptan,119369,https://pubchem.ncbi.nlm.nih.gov/compound/119369,,,CHEMBL420762,,"BRD-A31095847-001-02-3, BRD-A31095847-001-03-9",WRNXUQJJCIZICJ-UHFFFAOYSA-N,,CN(C)C1CCCN(C(=O)c2ccc(NC(=O)c3ccccc3C)cc2)c2ccccc12,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,653,20.6,99.01
ESP0029359.zarr,A3,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Oxymetholone,5281034,https://pubchem.ncbi.nlm.nih.gov/compound/5281034,,,CHEMBL1200585,CHEMBL1578149,BRD-A16767899-001-01-5,ICMWWNHDUZJFDW-DHODBPELSA-N,,CC1(O)CCC2C3CCC4CC(=O)C(CC4(C)C3CCC12C)C=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,582,3.4,88.25
ESP0029359.zarr,A4,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,BQ-123,443289,https://pubchem.ncbi.nlm.nih.gov/compound/443289,,,CHEMBL314691,,BRD-A59961917-001-01-0,VYCMAAOURFJIHD-PJNXIOHISA-N,,CC(C)CC1NC(=O)C(NC(=O)C2CCCN2C(=O)C(CC(O)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC1=O)C(C)C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,612,-4.98,92.8
ESP0029359.zarr,A5,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,TAK-875,24857286,https://pubchem.ncbi.nlm.nih.gov/compound/24857286,,,CHEMBL1829174,,"BRD-K58501140-002-01-0, BRD-K58501140-001-02-9",BZCALJIHZVNMGJ-HSZRJFAPSA-N,,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3[C@H](CC(O)=O)COc3c2)c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,660,-1.57,100.08
ESP0029359.zarr,A6,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,lixivaptan,172997,https://pubchem.ncbi.nlm.nih.gov/compound/172997,,,CHEMBL49429,,BRD-K59391348-001-01-7,PPHTXRNHTVLQED-UHFFFAOYSA-N,,Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc23)c(Cl)c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,577,9.56,87.49
ESP0029359.zarr,A7,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Caffeic acid,689043,https://pubchem.ncbi.nlm.nih.gov/compound/689043,,,CHEMBL145,,"BRD-K09900591-001-26-7, BRD-K09900591-001-25-9, BRD-K09900591-001-29-9",QAIPRVGONGVQAS-DUXPYHPUSA-N,,OC(=O)\C=C\c1ccc(O)c(O)c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,672,1.17,101.9
ESP0029359.zarr,A8,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Dextrose (D-glucose),107526,https://pubchem.ncbi.nlm.nih.gov/compound/107526,,,CHEMBL448805,,"BRD-K51431759-001-02-9, BRD-K51431759-001-03-9",GZCGUPFRVQAUEE-SLPGGIOYSA-N,,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,693,2.79,105.08
ESP0029359.zarr,A9,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,TAK-700 (Orteronel),9883029,https://pubchem.ncbi.nlm.nih.gov/compound/9883029,,,CHEMBL1921977,,"BRD-K00674894-001-01-4, BRD-K00674894-001-02-2",OZPFIJIOIVJZMN-UHFFFAOYSA-N,,CNC(=O)c1ccc2cc(ccc2c1)[C@]1(O)CCn2cncc12,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,602,-0.4,91.28
ESP0029359.zarr,A10,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,BMS-707035,54682040,https://pubchem.ncbi.nlm.nih.gov/compound/54682040,,,CHEMBL486226,,BRD-K49555808-001-03-9,VNIWZCGZPBJWBI-UHFFFAOYSA-N,,Cn1c(nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O)N1CCCCS1(=O)=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,654,-1.64,99.17
ESP0029359.zarr,A11,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,PF-04217903,17754438,https://pubchem.ncbi.nlm.nih.gov/compound/17754438,,,CHEMBL2001019,,"BRD-K73319509-001-08-0, BRD-K73319509-001-06-4",PDMUGYOXRHVNMO-UHFFFAOYSA-N,,OCCn1cc(cn1)-c1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,628,0.98,95.22
ESP0029359.zarr,A12,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,SB705498,9910486,https://pubchem.ncbi.nlm.nih.gov/compound/9910486,,,CHEMBL207433,,"BRD-K65991129-001-02-9, BRD-K65991129-001-03-9",JYILLRHXRVTRSH-GFCCVEGCSA-N,,FC(F)(F)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1ccccc1Br,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,566,-3.98,85.82
ESP0029359.zarr,A13,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Nilvadipine (ARC029),4494,https://pubchem.ncbi.nlm.nih.gov/compound/4494,,,CHEMBL517427,,"BRD-A84687895-001-04-0, BRD-A84687895-001-03-2, BRD-A84687895-001-05-9",FAIIFDPAEUKBEP-UHFFFAOYSA-N,,COC(=O)C1=C(NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C)C#N,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,625,4.59,94.77
ESP0029359.zarr,A14,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,F351,11217901,https://pubchem.ncbi.nlm.nih.gov/compound/11217901,,,CHEMBL4297288,,"BRD-K41267922-001-01-4, BRD-K41267922-001-02-9",NETTXQJYJRFTFS-UHFFFAOYSA-N,,Cc1ccc(=O)n(c1)-c1ccc(O)cc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,767,-2.59,116.3
ESP0029359.zarr,A15,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,floctafenine,3360,https://pubchem.ncbi.nlm.nih.gov/compound/3360,,,CHEMBL2105075,,BRD-A23418262-001-01-5,APQPGQGAWABJLN-UHFFFAOYSA-N,,OCC(O)COC(=O)c1ccccc1Nc1ccnc2c(cccc12)C(F)(F)F,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,622,-5.11,94.31
ESP0029359.zarr,A16,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Detomidine HCl,56032,https://pubchem.ncbi.nlm.nih.gov/compound/56032,,,CHEMBL2110829,,"BRD-K77597856-003-02-5, BRD-K77597856-003-03-9",RHDJRPPFURBGLQ-UHFFFAOYSA-N,,Cc1cccc(Cc2c[nH]cn2)c1C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,681,6.08,103.26
ESP0029359.zarr,A17,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Iloperidone (Fanapt),71360,https://pubchem.ncbi.nlm.nih.gov/compound/71360,,,CHEMBL14376,,BRD-K48722833-001-07-6,XMXHEBAFVSFQEX-UHFFFAOYSA-N,,COc1cc(ccc1OCCCN1CCC(CC1)c1noc2cc(F)ccc12)C(C)=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,609,-0.01,92.34
ESP0029359.zarr,A18,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,DMXAA (Vadimezan),123964,https://pubchem.ncbi.nlm.nih.gov/compound/123964,,,CHEMBL71263,,"BRD-K27938825-001-02-4, BRD-K27938825-001-04-9",XGOYIMQSIKSOBS-UHFFFAOYSA-N,,Cc1ccc2c(oc3c(CC(O)=O)cccc3c2=O)c1C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,791,-3.38,119.94
ESP0029359.zarr,A19,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,CUDC-101,24756910,https://pubchem.ncbi.nlm.nih.gov/compound/24756910,,,CHEMBL598797,,"BRD-K41278234-001-03-0, BRD-K41278234-001-04-9",PLIVFNIUGLLCEK-UHFFFAOYSA-N,,COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCCCC(=O)NO,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,661,-2.48,100.23
ESP0029359.zarr,A20,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Rizatriptan Benzoate (Maxalt),5078,https://pubchem.ncbi.nlm.nih.gov/compound/5078,,,CHEMBL905,,"BRD-K75699339-057-08-1, BRD-K75699339-057-09-9, BRD-K75699339-057-07-3, BRD-K75699339-057-10-7",ULFRLSNUDGIQQP-UHFFFAOYSA-N,,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,741,-5.8,112.36
ESP0029359.zarr,A21,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Albendazole Oxide (Ricobendazole),83969,https://pubchem.ncbi.nlm.nih.gov/compound/83969,,,CHEMBL1665,,"BRD-A67060370-001-02-9, BRD-A67060370-001-04-5",VXTGHWHFYNYFFV-UHFFFAOYSA-N,,CCCS(=O)c1ccc2nc(NC(=O)OC)[nH]c2c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,667,0.62,101.14
ESP0029359.zarr,A22,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Proparacaine HCl,4935,https://pubchem.ncbi.nlm.nih.gov/compound/4935,,,CHEMBL1196,,"BRD-K79116891-003-15-1, BRD-K79116891-003-14-4, BRD-K79116891-003-16-9",KCLANYCVBBTKTO-UHFFFAOYSA-N,,CCCOc1ccc(cc1N)C(=O)OCCN(CC)CC,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,712,9.0,107.96
ESP0029359.zarr,A23,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,positive control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,384,94.86,58.23
ESP0029359.zarr,A24,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,negative control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,752,-0.01,114.03
ESP0029359.zarr,B1,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,LY2228820,11539025,https://pubchem.ncbi.nlm.nih.gov/compound/11539025,,,CHEMBL2364626,,"BRD-K59227464-334-02-4, BRD-K59227464-334-03-2, BRD-K59227464-334-04-9",XPPBBJCBDOEXDN-UHFFFAOYSA-N,,CC(C)(C)Cn1c(N)nc2ccc(nc12)-c1[nH]c(nc1-c1ccc(F)cc1)C(C)(C)C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,655,36.36,99.32
ESP0029359.zarr,B2,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Pinometostat (EPZ5676),57345410,https://pubchem.ncbi.nlm.nih.gov/compound/57345410,,,CHEMBL3414626,"CHEMBL3087499, CHEMBL4079133","BRD-K26531771-001-01-4, BRD-K26531771-001-02-2, BRD-K26531771-001-03-9",LXFOLMYKSYSZQS-XKHGBIBOSA-N,,CC(C)N(C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)[C@@H]1C[C@H](CCc2nc3cc(ccc3[nH]2)C(C)(C)C)C1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,673,-3.75,102.05
ESP0029359.zarr,B3,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Abiraterone (CB-7598),132971,https://pubchem.ncbi.nlm.nih.gov/compound/132971,,,CHEMBL254328,,BRD-K00111504-001-01-9,GZOSMCIZMLWJML-VJLLXTKPSA-N,,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC=C2c1cccnc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,675,-5.26,102.35
ESP0029359.zarr,B4,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Calcifediol,5283731,https://pubchem.ncbi.nlm.nih.gov/compound/5283731,,,CHEMBL1040,,"BRD-K77175907-001-08-0, BRD-K77175907-002-01-3, BRD-K77175907-001-06-4, BRD-K77175907-001-10-6",JWUBBDSIWDLEOM-DTOXIADCSA-N,,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)CCC1=C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,591,-0.38,89.61
ESP0029359.zarr,B5,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,SU11274,9549297,https://pubchem.ncbi.nlm.nih.gov/compound/9549297,,,CHEMBL261641,,BRD-K59067695-001-02-0,FPYJSJDOHRDAMT-KQWNVCNZSA-N,,CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c(C)c(C(=O)N4CCN(C)CC4)c3C)c2c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,608,7.98,92.19
ESP0029359.zarr,B6,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,2-Deoxy-2-fluoro-D-galactose,2737298,https://pubchem.ncbi.nlm.nih.gov/compound/2737298,,,CHEMBL5308459,,BRD-A53037300-001-01-0,ZCXUVYAZINUVJD-GASJEMHNSA-N,,OC[C@H]1OC(O)[C@H](F)[C@@H](O)[C@H]1O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,764,0.34,115.85
ESP0029359.zarr,B7,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,3-Indolebutyric acid (IBA),8617,https://pubchem.ncbi.nlm.nih.gov/compound/8617,,,CHEMBL582878,,BRD-K43187796-001-02-3,JTEDVYBZBROSJT-UHFFFAOYSA-N,,OC(=O)CCCc1c[nH]c2ccccc12,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,757,-1.55,114.78
ESP0029359.zarr,B8,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Rasagiline mesylate,3052776,https://pubchem.ncbi.nlm.nih.gov/compound/3052776,,,CHEMBL887,,"BRD-K58114536-066-02-7, BRD-K58114536-001-01-6, BRD-K58114536-066-03-5, BRD-K58114536-066-04-3",RUOKEQAAGRXIBM-GFCCVEGCSA-N,,C#CCN[C@@H]1CCc2ccccc12,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,717,-0.56,108.72
ESP0029359.zarr,B9,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,"Rucaparib (AG-014699,PF-01367338) phosphate",9931954,https://pubchem.ncbi.nlm.nih.gov/compound/9931954,,,CHEMBL1173055,,"BRD-K88560311-011-07-1, BRD-K88560311-011-06-3, BRD-K88560311-001-08-9",HMABYWSNWIZPAG-UHFFFAOYSA-N,,CNCc1ccc(cc1)-c1[nH]c2cc(F)cc3C(=O)NCCc1c23,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,554,13.28,84.0
ESP0029359.zarr,B10,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Abexinostat (PCI-24781),11749858,https://pubchem.ncbi.nlm.nih.gov/compound/11749858,,,CHEMBL2103863,,BRD-K12867552-001-04-7,MAUCONCHVWBMHK-UHFFFAOYSA-N,,CN(C)Cc1c(oc2ccccc12)C(=O)NCCOc1ccc(cc1)C(=O)NO,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,552,-1.46,83.7
ESP0029359.zarr,B11,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,CYC116,6420138,https://pubchem.ncbi.nlm.nih.gov/compound/6420138,,,CHEMBL482967,,"BRD-K64866502-001-04-7, BRD-K64866502-001-03-9",GPSZYOIFQZPWEJ-UHFFFAOYSA-N,,Cc1nc(N)sc1-c1ccnc(Nc2ccc(cc2)N2CCOCC2)n1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,558,-4.52,84.61
ESP0029359.zarr,B12,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,PHA-848125,16718576,https://pubchem.ncbi.nlm.nih.gov/compound/16718576,,,CHEMBL564829,,"BRD-K60997853-001-02-3, BRD-K60997853-001-03-9",RXZMYLDMFYNEIM-UHFFFAOYSA-N,,CNC(=O)c1nn(C)c-2c1C(C)(C)Cc1cnc(Nc3ccc(cc3)N3CCN(C)CC3)nc-21,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,478,54.56,72.48
ESP0029359.zarr,B13,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Turofexorate Isopropyl (XL335),10026128,https://pubchem.ncbi.nlm.nih.gov/compound/10026128,,,CHEMBL454138,,"BRD-K54640016-001-04-7, BRD-K54640016-001-05-9",INASOKQDNHHMRE-UHFFFAOYSA-N,,CC(C)OC(=O)C1=CN(CC(C)(C)c2c1[nH]c1ccccc21)C(=O)c1ccc(F)c(F)c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,627,-4.6,95.07
ESP0029359.zarr,B14,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,promestriene,9883915,https://pubchem.ncbi.nlm.nih.gov/compound/9883915,,,CHEMBL2105394,,BRD-K75097983-001-01-0,IUWKNLFTJBHTSD-AANPDWTMSA-N,,CCCOc1ccc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2c1)OC,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,781,-0.32,118.42
ESP0029359.zarr,B15,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Isepamicin sulphate,171351284,https://pubchem.ncbi.nlm.nih.gov/compound/171351284,,,CHEMBL5308365,,"BRD-K74759733-065-01-4, BRD-K74759733-001-01-9",UDIIBEDMEYAVNG-UTJMZDNOSA-N,,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)[C@@H](O)CN)OC[C@]1(C)O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,646,-2.63,97.95
ESP0029359.zarr,B16,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,ITF2357 (Givinostat),9804992,https://pubchem.ncbi.nlm.nih.gov/compound/9804992,,,CHEMBL1213492,,"BRD-K13810148-311-03-2, BRD-K13810148-001-02-1",YALNUENQHAQXEA-UHFFFAOYSA-N,,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(cc3)C(=O)NO)ccc2c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,416,24.43,63.08
ESP0029359.zarr,B17,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,AT7519,11338033,https://pubchem.ncbi.nlm.nih.gov/compound/11338033,,,CHEMBL445813,,"BRD-K13390322-001-06-3, BRD-K13390322-001-07-9",OVPNQJVDAFNBDN-UHFFFAOYSA-N,,Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,602,18.12,91.28
ESP0029359.zarr,B18,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Pomalidomide,134780,https://pubchem.ncbi.nlm.nih.gov/compound/134780,,,CHEMBL43452,,"BRD-A12994259-001-02-1, BRD-A12994259-001-04-7, BRD-A12994259-001-03-9",UVSMNLNDYGZFPF-UHFFFAOYSA-N,,Nc1cccc2C(=O)N(C3CCC(=O)NC3=O)C(=O)c12,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,809,-6.7,122.67
ESP0029359.zarr,B19,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,NEXIUM (esomeprazole magnesium),57805591,https://pubchem.ncbi.nlm.nih.gov/compound/57805591,,,,,"BRD-K61443506-239-01-6, BRD-K61443506-236-02-0, BRD-K61443506-237-01-0, BRD-K61443506-239-03-9",MZXXONIZWOBROX-DEOSSOPVSA-N,,COc1ccc2[nH]c(nc2c1)[S@@](=O)Cc1ncc(C)c(OC)c1C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,835,-8.87,126.61
ESP0029359.zarr,B20,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,"Adefovir Dipivoxil (Preveon, Hepsera)",60871,https://pubchem.ncbi.nlm.nih.gov/compound/60871,,,CHEMBL922,,"BRD-K96159438-001-06-3, BRD-K96159438-001-07-1, BRD-K96159438-001-08-9",WOZSCQDILHKSGG-UHFFFAOYSA-N,,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc12)OCOC(=O)C(C)(C)C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,574,-1.22,87.04
ESP0029359.zarr,B21,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Pranoprofen,4888,https://pubchem.ncbi.nlm.nih.gov/compound/4888,,,CHEMBL367463,,"BRD-A64610707-001-05-1, BRD-A64610707-001-04-4, BRD-A64610707-001-03-6, BRD-A64610707-001-07-9",TVQZAMVBTVNYLA-UHFFFAOYSA-N,,CC(C(O)=O)c1ccc2Oc3ncccc3Cc2c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,634,-4.04,96.13
ESP0029359.zarr,B22,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Acitretin,5284513,https://pubchem.ncbi.nlm.nih.gov/compound/5284513,,,CHEMBL1131,,"BRD-K62012036-001-14-4, BRD-K62012036-001-13-6",IHUNBGSDBOWDMA-AQFIFDHZSA-N,,COc1cc(C)c(\C=C\C(C)=C\C=C\C(C)=C\C(O)=O)c(C)c1C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,708,0.98,107.35
ESP0029359.zarr,B23,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,positive control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,569,88.53,86.28
ESP0029359.zarr,B24,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,negative control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,698,2.43,105.84
ESP0029359.zarr,C1,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Danoprevir (ITMN-191),11285588,https://pubchem.ncbi.nlm.nih.gov/compound/11285588,,,CHEMBL258734,,"BRD-K08111240-001-02-8, BRD-K08111240-001-03-9",ZVTDLPBHTSMEJZ-JSZLBQEHSA-N,,CC(C)(C)OC(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@]2(NC(=O)[C@@H]2C[C@H](CN2C1=O)OC(=O)N1Cc2cccc(F)c2C1)C(=O)NS(=O)(=O)C1CC1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,659,-2.86,99.92
