Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Alternative Organism Name],Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Compound Name,Compound PubChem CID,Compound PubChem URL,Alternative Compound PubChem CID,Alternative Compound PubChem URL,Compound ChEMBL ID,Alternative Compound ChEMBL ID,Broad Identifier,Compound InChIKey,Alternative Compound InChIKey,Compound SMILES,Alternative Compound SMILES,Control Type,Channels,Nuclei Count,Percentage Effect,Percentage Viability
ESP0030297.zarr,I10,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,PIPERACILLIN SODIUM,24870839,https://pubchem.ncbi.nlm.nih.gov/compound/24870839,,,,,"BRD-K86873305-236-14-7, BRD-K86873305-236-16-2, BRD-K86873305-236-15-4, BRD-K86873305-236-17-0, BRD-K86873305-236-18-8, BRD-K86873305-236-19-6",IVBHGBMCVLDMKU-UVIOZBFDSA-M,,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c2ccccc2)C(=O)C1=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1119,-2.05,117.92
ESP0030297.zarr,I11,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,CHLOROBUTANOL,5977,https://pubchem.ncbi.nlm.nih.gov/compound/5977,,,CHEMBL1439973,,"BRD-K39495750-001-01-2, BRD-K39495750-001-02-0",OSASVXMJTNOKOY-UHFFFAOYSA-N,,CC(C)(O)C(Cl)(Cl)Cl,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1128,-3.96,118.87
ESP0030297.zarr,I12,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,TOLAZOLINE HYDROCHLORIDE,5504,https://pubchem.ncbi.nlm.nih.gov/compound/5504,,,CHEMBL770,,"BRD-K46211610-003-26-7, BRD-K46211610-003-25-9, BRD-K46211610-003-27-9",JIVZKJJQOZQXQB-UHFFFAOYSA-N,,C(C1=NCCN1)c1ccccc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1228,-4.29,129.41
ESP0030297.zarr,I13,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,ISOSORBIDE DINITRATE,6883,https://pubchem.ncbi.nlm.nih.gov/compound/6883,,,CHEMBL6622,,"BRD-K55853390-001-12-4, BRD-K55853390-001-13-2",MOYKHGMNXAOIAT-JGWLITMVSA-N,,[O-][N+](=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)O[N+]([O-])=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1130,-2.72,119.08
ESP0030297.zarr,I14,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,CEFOTETAN,50614,https://pubchem.ncbi.nlm.nih.gov/compound/50614,,,,,BRD-A78723049-001-01-2,SRZNHPXWXCNNDU-PGEKIEPBSA-N,,CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)C2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1099,-3.07,115.81
ESP0030297.zarr,I15,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,OXYPHENBUTAZONE,4641,https://pubchem.ncbi.nlm.nih.gov/compound/4641,,,CHEMBL1228,,BRD-A33749298-001-18-3,HFHZKZSRXITVMK-UHFFFAOYSA-N,,CCCCC1C(=O)N(N(C1=O)c1ccc(O)cc1)c1ccccc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1010,-3.35,106.44
ESP0030297.zarr,I16,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,SUCCINYLSULFATHIAZOLE,5315,https://pubchem.ncbi.nlm.nih.gov/compound/5315,,,CHEMBL1484857,,"BRD-K01950558-001-14-7, BRD-K01950558-001-15-9",SKVLYVHULOWXTD-UHFFFAOYSA-N,,OC(=O)CCC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1297,-3.42,136.68
ESP0030297.zarr,I17,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,LISINOPRIL,5362119,https://pubchem.ncbi.nlm.nih.gov/compound/5362119,"11865407, 139146300","https://pubchem.ncbi.nlm.nih.gov/compound/11865407, https://pubchem.ncbi.nlm.nih.gov/compound/139146300",CHEMBL1237,,"BRD-K67966701-001-12-4, BRD-K67966701-001-11-6, BRD-K67966701-001-10-8, BRD-K67966701-335-15-9",RLAWWYSOJDYHDC-BZSNNMDCSA-N,,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1159,-2.35,122.14
ESP0030297.zarr,I18,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,MEBEVERINE HYDROCHLORIDE,4031,https://pubchem.ncbi.nlm.nih.gov/compound/4031,,,CHEMBL282121,,"BRD-A09467419-003-22-4, BRD-A09467419-003-23-9",VYVKHNNGDFVQGA-UHFFFAOYSA-N,,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1071,10.5,112.86
ESP0030297.zarr,I19,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,NICERGOLINE,34040,https://pubchem.ncbi.nlm.nih.gov/compound/34040,,,CHEMBL1372950,,"BRD-K76810206-001-07-3, BRD-K76810206-001-08-1, BRD-K76810206-001-10-9",YSEXMKHXIOCEJA-FVFQAYNVSA-N,,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1174,-1.13,123.72
ESP0030297.zarr,I20,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,ECONAZOLE NITRATE,3198,https://pubchem.ncbi.nlm.nih.gov/compound/3198,,,CHEMBL808,,"BRD-A51820102-008-28-9, BRD-A51820102-008-27-1, BRD-A51820102-008-29-9",LEZWWPYKPKIXLL-UHFFFAOYSA-N,,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1151,4.76,121.29
ESP0030297.zarr,I21,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,PHENTOLAMINE HYDROCHLORIDE,5775,https://pubchem.ncbi.nlm.nih.gov/compound/5775,4920903,https://pubchem.ncbi.nlm.nih.gov/compound/4920903,CHEMBL597,,"BRD-K90333595-003-22-2, BRD-K90333595-066-17-9, BRD-K90333595-003-21-4, BRD-K90333595-066-16-1, BRD-K90333595-066-24-9",MRBDMNSDAVCSSF-UHFFFAOYSA-N,,Cc1ccc(cc1)N(CC1=NCCN1)c1cccc(O)c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1176,-2.18,123.93
ESP0030297.zarr,I22,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,CEFUROXIME SODIUM,9615349,https://pubchem.ncbi.nlm.nih.gov/compound/9615349,,,,,BRD-A76746748-236-04-5,JFPVXVDWJQMJEE-DJKKODMXSA-M,,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)c1ccco1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1058,-1.04,111.49
ESP0030297.zarr,I23,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,positive control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,997,104.63,105.07
ESP0030297.zarr,I24,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,negative control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,970,-1.23,102.22
ESP0030297.zarr,J1,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,Ravoxertinib,71727581,https://pubchem.ncbi.nlm.nih.gov/compound/71727581,,,CHEMBL3544964,,"BRD-K86309810-001-01-5, BRD-K86309810-001-02-9",RZUOCXOYPYGSKL-GOSISDBHSA-N,,Cn1nccc1Nc2nccc(n2)C3=CC(=O)N(C=C3)[C@H](CO)c4ccc(Cl)c(F)c4,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1129,-3.82,118.98
ESP0030297.zarr,J2,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,NADIDE,5892,https://pubchem.ncbi.nlm.nih.gov/compound/5892,"5288979, 10897651, 73415790","https://pubchem.ncbi.nlm.nih.gov/compound/5288979, https://pubchem.ncbi.nlm.nih.gov/compound/10897651, https://pubchem.ncbi.nlm.nih.gov/compound/73415790",CHEMBL1234613,,BRD-A11132253-001-08-2,BAWFJGJZGIEFAR-NNYOXOHSSA-N,,NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1316,-1.76,138.68
ESP0030297.zarr,J3,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,PF-04885614,65459349,https://pubchem.ncbi.nlm.nih.gov/compound/65459349,,,CHEMBL4084106,,"BRD-K92435527-001-01-4, BRD-K92435527-001-03-9",AGORGFNWYAUYSU-UHFFFAOYSA-N,,CC(C)(N)C1=NC(C2=CC=C(OC(F)(F)F)C=C2)=CN1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1182,42.83,124.56
ESP0030297.zarr,J4,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,GLUCOSAMINE HYDROCHLORIDE,441477,https://pubchem.ncbi.nlm.nih.gov/compound/441477,,,CHEMBL234432,,"BRD-K29918010-003-04-1, BRD-K29918010-003-05-9",MSWZFWKMSRAUBD-QZABAPFNSA-N,,N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,997,1.12,105.07
ESP0030297.zarr,J5,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,NEOMYCIN TRISULFATE,8378,https://pubchem.ncbi.nlm.nih.gov/compound/8378,,,CHEMBL184618,,BRD-A93490927-326-01-7,PGBHMTALBVVCIT-VCIWKGPPSA-N,,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1019,-2.72,107.38
ESP0030297.zarr,J6,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,NIACIN,938,https://pubchem.ncbi.nlm.nih.gov/compound/938,117629482,https://pubchem.ncbi.nlm.nih.gov/compound/117629482,CHEMBL573,,"BRD-K60237333-001-27-1, BRD-K60237333-001-26-3, BRD-K60237333-001-28-9",PVNIIMVLHYAWGP-UHFFFAOYSA-N,,OC(=O)c1cccnc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1151,-2.51,121.29
ESP0030297.zarr,J7,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,FURAZOLIDONE,5323714,https://pubchem.ncbi.nlm.nih.gov/compound/5323714,,,CHEMBL1103,,"BRD-K11756522-001-09-9, BRD-K11756522-001-10-9",PLHJDBGFXBMTGZ-WEVVVXLNSA-N,,[O-][N+](=O)c1ccc(\C=N\N2CCOC2=O)o1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1198,-2.92,126.25
ESP0030297.zarr,J8,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,MESTRANOL,12598376,https://pubchem.ncbi.nlm.nih.gov/compound/12598376,,,,,BRD-A14798026-001-02-6,IMSSROKUHAOUJS-VYJKVFMHSA-N,,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1117,-2.71,117.71
ESP0030297.zarr,J9,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,PIROXICAM,54676228,https://pubchem.ncbi.nlm.nih.gov/compound/54676228,,,CHEMBL527,CHEMBL1518938,"BRD-A57382968-001-29-0, BRD-A57382968-001-28-2, BRD-A57382968-001-27-4",QYSPLQLAKJAUJT-UHFFFAOYSA-N,,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,830,-3.43,87.47
ESP0030297.zarr,J10,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,ORPHENADRINE CITRATE,4601,https://pubchem.ncbi.nlm.nih.gov/compound/4601,,,CHEMBL900,,"BRD-A53576514-048-14-3, BRD-A53576514-048-13-5, BRD-A53576514-048-15-0",QVYRGXJJSLMXQH-UHFFFAOYSA-N,,CN(C)CCOC(c1ccccc1)c1ccccc1C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1045,25.27,110.12
ESP0030297.zarr,J11,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,ACTARIT,2018,https://pubchem.ncbi.nlm.nih.gov/compound/2018,,,CHEMBL1885632,,"BRD-K33483813-001-10-0, BRD-K33483813-001-13-9",MROJXXOCABQVEF-UHFFFAOYSA-N,,CC(=O)Nc1ccc(CC(O)=O)cc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1284,-1.98,135.31
ESP0030297.zarr,J12,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,THEOPHYLLINE,2153,https://pubchem.ncbi.nlm.nih.gov/compound/2153,,,CHEMBL190,,"BRD-K97799481-205-02-7, BRD-K97799481-230-01-7, BRD-K97799481-205-01-9, BRD-K97799481-001-16-0",ZFXYFBGIUFBOJW-UHFFFAOYSA-N,,Cn1c2nc[nH]c2c(=O)n(C)c1=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1257,-6.01,132.46
ESP0030297.zarr,J13,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,HYDROXYZINE PAMOATE,3658,https://pubchem.ncbi.nlm.nih.gov/compound/3658,,,CHEMBL896,,"BRD-A62428732-300-06-3, BRD-A62428732-096-10-9",ZQDWXGKKHFNSQK-UHFFFAOYSA-N,,OCCOCCN1CCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,928,14.88,97.79
ESP0030297.zarr,J14,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,2-HYDROXY-4-METHOXY-BENZOPHENONE,21825141,https://pubchem.ncbi.nlm.nih.gov/compound/21825141,,,CHEMBL5308438,,"BRD-K59037100-001-14-7, BRD-K59037100-001-15-9",UTBJQCGJSPFUSB-UHFFFAOYSA-N,,COc1ccc(C(=O)c2ccccc2)c(O)c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,997,-3.04,105.07
ESP0030297.zarr,J15,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,SCOPOLAMINE HYDROBROMIDE,,,,,,,BRD-A62035778-004-03-6,STECJAGHUSJQJN-WLQVYHSDSA-N,,CN1[C@H]2C[C@H](C[C@@H]1[C@@H]1O[C@H]21)OC(=O)[C@H](CO)c1ccccc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1200,-1.02,126.46
ESP0030297.zarr,J16,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,ISOTRETINON,444795,https://pubchem.ncbi.nlm.nih.gov/compound/444795,,,CHEMBL38,,"BRD-K76723084-001-24-0, BRD-K76723084-001-23-2, BRD-K76723084-001-22-4, BRD-K76723084-001-25-7",SHGAZHPCJJPHSC-YCNIQYBTSA-N,,CC(/C=C/C1=C(C)CCCC1(C)C)=C\C=C\C(C)=C/C(O)=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1303,-4.14,137.31
ESP0030297.zarr,J17,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,PIPEMIDIC ACID,4831,https://pubchem.ncbi.nlm.nih.gov/compound/4831,6921791,https://pubchem.ncbi.nlm.nih.gov/compound/6921791,CHEMBL30116,,"BRD-K08999871-213-01-5, BRD-K08999871-001-16-9",JOHZPMXAZQZXHR-UHFFFAOYSA-N,,CCn1cc(C(O)=O)c(=O)c2cnc(nc12)N1CCNCC1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1121,-3.43,118.13
ESP0030297.zarr,J18,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,FENOPROFEN,3342,https://pubchem.ncbi.nlm.nih.gov/compound/3342,,,CHEMBL1297,,"BRD-A81129465-001-03-8, BRD-A81129465-238-01-0, BRD-A81129465-001-04-6",RDJGLLICXDHJDY-UHFFFAOYSA-N,,CC(C(O)=O)c1cccc(Oc2ccccc2)c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,866,-1.09,91.26
ESP0030297.zarr,J19,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,PROBUCOL,4912,https://pubchem.ncbi.nlm.nih.gov/compound/4912,,,CHEMBL608,,"BRD-K72029282-001-22-0, BRD-K72029282-001-23-8, BRD-K72029282-001-25-9",FYPMFJGVHOHGLL-UHFFFAOYSA-N,,CC(C)(Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1241,-4.21,130.78
ESP0030297.zarr,J20,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,SULFAMONOMETHOXINE,5332,https://pubchem.ncbi.nlm.nih.gov/compound/5332,,,CHEMBL462990,,"BRD-K14116214-001-09-6, BRD-K14116214-001-12-9",WMPXPUYPYQKQCX-UHFFFAOYSA-N,,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1371,-1.77,144.48
ESP0030297.zarr,J21,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,EPINEPHRINE BITARTRATE,247704,https://pubchem.ncbi.nlm.nih.gov/compound/247704,,,CHEMBL42280,,"BRD-K63126190-003-01-6, BRD-K63126190-046-03-1, BRD-K63126190-046-02-3, BRD-K63126190-001-03-6, BRD-K63126190-001-04-4, BRD-K63126190-001-05-1",UCTWMZQNUQWSLP-SECBINFHSA-N,,CNC[C@H](O)c1ccc(O)c(O)c1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1095,-3.67,115.39
ESP0030297.zarr,J22,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,DOXYLAMINE SUCCINATE,3162,https://pubchem.ncbi.nlm.nih.gov/compound/3162,,,CHEMBL1004,,"BRD-A44008656-036-25-8, BRD-A44008656-036-24-1",HCFDWZZGGLSKEP-UHFFFAOYSA-N,,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,875,-0.14,92.21
ESP0030297.zarr,J23,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,positive control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,896,95.48,94.42
ESP0030297.zarr,J24,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,,,,,,,,,,,,,negative control,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,945,0.01,99.59
ESP0030297.zarr,K1,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,axitinib,6450551,https://pubchem.ncbi.nlm.nih.gov/compound/6450551,,,CHEMBL1289926,,"BRD-K29905972-001-12-1, BRD-K29905972-001-11-3, BRD-K29905972-001-06-3, BRD-K29905972-001-08-9, BRD-K29905972-001-10-5",RITAVMQDGBJQJZ-FMIVXFBMSA-N,,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1063,-1.97,112.02
ESP0030297.zarr,K2,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,LACTULOSE,11333,https://pubchem.ncbi.nlm.nih.gov/compound/11333,,,CHEMBL296306,,"BRD-K77258318-001-04-6, BRD-K77258318-001-05-9",JCQLYHFGKNRPGE-FCVZTGTOSA-N,,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1239,-3.22,130.57
ESP0030297.zarr,K3,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,SR-1078,17980288,https://pubchem.ncbi.nlm.nih.gov/compound/17980288,,,CHEMBL3094387,,"BRD-K26501486-001-01-3, BRD-K26501486-001-02-9",DUXWIYXHHGNUJU-UHFFFAOYSA-N,,OC(C(F)(F)F)(C(F)(F)F)C(C=C1)=CC=C1NC(C2=CC=C(C(F)(F)F)C=C2)=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1238,-1.38,130.46
ESP0030297.zarr,K4,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,METHOCARBAMOL,4107,https://pubchem.ncbi.nlm.nih.gov/compound/4107,,,CHEMBL1201117,,"BRD-A31521121-001-26-4, BRD-A31521121-001-25-6, BRD-A31521121-001-28-9",GNXFOGHNGIVQEH-UHFFFAOYSA-N,,COc1ccccc1OCC(O)COC(N)=O,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,971,-2.74,102.33
ESP0030297.zarr,K5,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,DEXAMETHASONE,5702035,https://pubchem.ncbi.nlm.nih.gov/compound/5702035,,,,,BRD-A10188456-001-04-9,UREBDLICKHMUKA-QCYOSJOCSA-N,,C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1029,-3.69,108.44
ESP0030297.zarr,K6,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,FLUMETHAZONE PIVALATE,5702055,https://pubchem.ncbi.nlm.nih.gov/compound/5702055,,,CHEMBL3039447,,BRD-A50064262-001-04-7,JWRMHDSINXPDHB-DCPWPRNHSA-N,,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1164,-3.06,122.66
ESP0030297.zarr,K7,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,METOPROLOL TARTRATE,4171,https://pubchem.ncbi.nlm.nih.gov/compound/4171,,,CHEMBL13,,"BRD-A03623303-045-09-5, BRD-A03623303-046-14-3, BRD-A03623303-046-15-0",IUBSYMUCCVWXPE-UHFFFAOYSA-N,,COCCc1ccc(OCC(O)CNC(C)C)cc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,1158,-1.47,122.03
ESP0030297.zarr,K8,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,PRIMIDONE,4909,https://pubchem.ncbi.nlm.nih.gov/compound/4909,,,CHEMBL856,,"BRD-K32247306-001-29-4, BRD-K32247306-001-28-6, BRD-K32247306-001-27-8, BRD-K32247306-001-30-9",DQMZLTXERSFNPB-UHFFFAOYSA-N,,CCC1(C(=O)NCNC1=O)c1ccccc1,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,992,-1.24,104.54
ESP0030297.zarr,K9,Chlorocebus aethiops,NCBITaxon,9534,African green monkey,Vero-E6,BTO,4755,PROMETHAZINE HYDROCHLORIDE,4927,https://pubchem.ncbi.nlm.nih.gov/compound/4927,,,CHEMBL643,,"BRD-A46335897-003-27-8, BRD-A46335897-003-26-0",PWWVAXIEGOYWEE-UHFFFAOYSA-N,,CC(CN1c2ccccc2Sc2ccccc12)N(C)C,,,LipidTox: phospholipidosis|neutral lipid droplets; Hoechst 33258: nuclei; CellMask: cytoplasm,900,55.44,94.84
